	expression	promoter.meth	gene.meth
Rbl1	4.242201	12.863851	81.00182
Rbl2	3.0400953	0.30120483	85.43834
Rbm10	4.7792287	1.5917604	82.883766
Rbm11	3.1844852	1.8939395	2.1308017
Rbm12	6.332434	4.8003073	55.350323
Rbm12b	0.37713045	8.647799	27.04577
Rbm14	6.554669	0.16501652	41.195953
Rbm15	4.7024894	1.0256411	8.806642
Rbm15b	5.9876285	92.17949	86.42857
Rbm17	5.6123466	19.583334	62.110466
Rbm18	5.1472044	16.470589	69.470436
Rbm19	6.1758723	0	84.89122
Rbm20	1.2702152	2.4101307	79.15291
Rbm22	6.434993	10.464135	61.969563
Rbm24	-4.16719	1.25	2.2085028
Rbm25	6.922187	71.16466	91.79704
Rbm26	6.4462924	4.713805	77.24284
Rbm27	6.303355	2.0618558	81.22429
Rbm28	5.8689837	0	81.22856
Rbm3	4.9185038	12.878788	51.156994
Rbm33	6.5365214	0.10152284	79.199356
Rbm34	4.639449	0.13513513	84.82313
Rbm38	7.809772	3	48.89881
Rbm39	7.5589333	1.0620915	62.113674
Rbm41	2.3771305	1.8817205	65.70951
Rbm42	7.047534	12.630209	74.582146
Rbm43	2.7529974	0	4.041471
Rbm44	6.322435	2.5988703	85.987144
Rbm45	5.692172	0.53763443	68.47671
Rbm46	5.637658	3.6574075	5.843436
Rbm47	1.154738	29.647438	72.460976
Rbm4b	4.9096255	1.951952	57.112793
Rbm5	7.150976	0.5102041	71.86047
Rbm6	5.0669622	1.0526316	78.891914
Rbm7	4.6678076	2.277433	50.469135
Rbm8a	5.571653	0.30120483	48.51852
Rbms1	4.8917036	1.9736842	8.87435
Rbms2	3.3685172	2.1604939	77.70819
Rbms3	1.3771304	3.125	14.060941
Rbmx	4.2039814	1.5625	42.08879
Rbmx2	4.8582573	2.1857924	61.443817
Rbmxl2	4.7024894	4.85	2.5472639
Rbmxrt	1.1942663	4.0931377	29.092041
Rbp1	1.0722758	11.538462	4.097586
Rbp2	-4.16719	4.133333	2.3769526
Rbp3	-4.16719	3.6486487	2.1217687
Rbp4	0.7397005	3.030303	1.7035866
Rbp7	-4.0151873	5	4.8993883
Rbpj	4.169688	4.4308944	33.440056
Rbpjl	-4.16719	4.4607844	1.4052289
Rbpms	4.3202033	0.82159626	80.94907
Rbpms2	7.3739066	0	48.293232
Rbpsuh-rs3	2.5394018	78.20513	91.96429
Rbx1	5.452419	0	33.774208
Rc3h1	6.005793	1.3745706	79.69807
Rc3h2	5.413173	0.625	76.183525
Rcan1	4.91555	0.78740156	71.92593
Rcan2	-3.015187	1.4035089	4.8509135
Rcan3	6.566955	1.4444444	78.41625
Rcbtb1	6.367437	0	74.02528
Rcbtb2	5.137098	1.9607844	42.252934
Rcc1	4.839681	7.967033	61.867283
Rcc2	7.343464	1.2452108	73.87201
Rccd1	4.769448	54.660156	58.175343
Rce1	5.088101	2.5261323	42.758217
Rchy1	4.6250577	11.956522	45.23704
Rcl1	5.488639	2.7989824	76.378746
Rcn1	2.9960403	1.5669516	3.0721292
Rcn2	5.8271627	1.8181819	67.774666
Rcn3	1.5394018	0.72727275	3.7336924
Rcor1	6.6059494	32.27316	88.638245
Rcor2	5.2232175	1.2987013	28.791252
Rcor3	4.6141696	2.2831051	82.808
Rcsd1	1.508375	0.34246576	23.99578
Rcvrn	-4.16719	0.8333333	3.1458335
Rd3	-4.16719	0	2.4560795
Rdbp	7.4462924	12.545455	62.64273
Rdh1	-3.015187	6.597223	1.8021979
Rdh10	5.383557	1.0729613	73.97859
Rdh11	3.3771305	8.214285	70.07185
Rdh12	1.5995227	35.677086	88.03704
Rdh13	2.394204	0.7017544	80.262024
Rdh14	4.218433	1.6244727	25.57915
Rdh16	-4.16719	3.9215689	40.568146
Rdh18-ps	-4.16719	97.36842	29.017244
Rdh19	-4.16719	2.3809526	25.784315
Rdh5	3.57727	7.3809524	69.95614
Rdh7	-4.16719	1.0869565	13.480392
Rdh8	-4.16719	1.9444445	1.4801866
Rdh9	-4.0151873	5.6547623	38.80272
Rdm1	2.984813	1.0585586	63.659695
Rdx	8.685903	0.6666667	51.11836
Rec8	1.5394018	3.8157895	50.17338
Reck	3.8489993	0.7894737	5.982755
Recql	6.518142	3.8984678	89.9627
Recql4	6.128196	11.762218	71.11479
Recql5	6.8200736	4.513889	88.96973
Reep1	2.476666	5.345912	40.602726
Reep2	5.749685	3.8430698	74.54264
Reep3	1.7661728	1.3356165	82.29746
Reep4	4.1795697	0.40700042	78.6789
Reep5	7.138365	9.33657	68.0131
Reep6	5.8796306	1.6460906	52.54614
Refbp2	1.7661728	1.8987342	0.9009009
Reg1	-4.16719	45.454544	76.24542
Reg2	1.6286691	15	26.8254
Reg3a	-4.16719	0	2.5
Reg3b	-4.0151873	5.882353	14.9382715
Reg3d	-4.16719	4.5454545	26.388891
Reg3g	-4.16719	87.5	83.92857
Reg4	-4.16719	0.4	2.379869
Rel	0.93900925	0.6704645	61.710964
Rela	6.84745	0	70.09278
Relb	1.9848129	27.723518	25.100208
Rell1	1.342365	0.35460997	86.85513
Rell2	4.6430244	10.153846	41.631016
Reln	8.86822	0.79432625	90.16441
Relt	2.2885938	2.5700934	65.114426
Rem1	-3.015187	2.6190476	1.1062379
Rem2	-2.4302247	2.5	2.7480156
Ren1	-1.4302245	12.745098	1.9066668
Renbp	0.44424465	0	17.687075
Rep15	-2.4302247	97.61906	100
Repin1	5.2908745	0	7.001693
Reps1	7.1134515	2.333094	85.95281
Reps2	4.018236	0.41152266	82.48772
Rer1	6.0696216	4.3298645	70.07404
Rere	8.237478	0.98039216	86.62904
Rerg	-4.0151873	0.75757575	53.794735
Rergl	-4.16719	7.0512824	6.0896354
Resp18	-4.16719	97.163124	86.34367
Rest	5.793777	0	46.451653
Ret	-2.4302247	0.8333333	2.0488365
Retn	0.984813	2.1367521	3.5897439
Retnla	-4.16719	21.428572	9.52381
Retnlb	-4.16719	12.5	5.0925927
Retnlg	-4.16719	0	0
Retsat	4.293152	19.666668	72.53237
Rev1	7.3620234	0.09615385	75.92074
Rev3l	7.569775	0.1388889	81.73339
Rex2	-4.16719	NA	100
Rexo1	6.3782034	1.9966997	81.85807
Rexo2	5.2794337	9.216524	79.53663
Rexo4	5.258609	0.66006607	70.661995
Rfc1	7.884547	1.3888888	87.41449
Rfc2	6.896205	1.2077295	84.34886
Rfc3	5.872034	1.8867924	65.6021
Rfc4	6.2064	1.031746	82.112526
Rfc5	5.7563024	0.9157509	77.08295
Rfesd	3.8917036	2.3076923	56.927612
Rffl	7.3963237	27.078651	68.20547
Rfk	6.2644234	0	10.599252
Rfng	5.2562757	1.2368025	47.140453
Rfpl3s	-0.84526205	0.95238096	21.040937
Rfpl4	-0.015187042	0	64.545456
Rft1	4.8081803	92.706345	88.70401
Rftn1	3.9904375	2.1857924	39.94969
Rftn2	0.7397005	15.66092	64.04864
Rfwd2	4.5735273	2.7468839	84.04405
Rfwd3	4.108934	1.8396226	67.88184
Rfx1	6.045509	0.7092199	77.52882
Rfx2	6.33796	1.2919897	77.58684
Rfx3	3.3511353	0.11904762	81.15971
Rfx4	-0.5557554	0.5729167	64.58668
Rfx5	6.0305724	0.43859652	50.269672
Rfx6	-4.16719	0	15.339706
Rfx7	6.920715	0.75757575	65.77633
Rfx8	1.7127334	86.544716	6.6785336
Rfxank	4.746364	6.4242425	53.676273
Rfxap	5.7969904	0.6813417	31.38889
Rg9mtd1	3.8113616	7.4314575	26.47343
Rg9mtd2	5.5754	4.761905	63.564816
Rg9mtd3	4.333541	2.5641026	87.723465
Rgag1	-3.015187	6.4102564	6.709957
Rgag4	0.37713045	92.371796	94.388855
Rgl1	5.0562754	1.5765766	31.77897
Rgl2	6.1037545	23.08865	52.790516
Rgl3	-0.31474733	1.1494254	6.5044928
Rgma	2.4110777	1.3194445	2.1519325
Rgmb	4.8017964	0.5555556	56.980797
Rgn	-4.16719	20.61905	91.01533
Rgnef	2.5847259	0.39370078	24.3058
Rgp1	6.304485	6.6020675	29.042406
Rgr	-4.16719	3.125	3.6458333
Rgs1	-3.015187	0	3.809524
Rgs10	-0.5557554	1.875	71.94309
Rgs11	3.6572382	3.4482758	33.068268
Rgs12	6.081528	0.6086956	77.34534
Rgs13	-4.16719	0	4.316051
Rgs14	-3.015187	3.7487338	1.7070577
Rgs16	0.62866914	1.3596492	3.7914233
Rgs17	-1.693259	1.6666667	84.34261
Rgs18	-4.16719	1.9230769	5.710711
Rgs19	0.5697754	1.4864864	38.333336
Rgs2	2.0071807	0.8130081	48.737865
Rgs20	-4.16719	0	26.832237
Rgs21	-4.16719	28.333334	5.8068786
Rgs22	-0.015187042	2.2666667	65.794945
Rgs3	2.6713135	0	80.34338
Rgs4	-3.015187	1.7647059	2.3476703
Rgs5	-1.2078321	1.1752137	5.6440053
Rgs6	1.3771304	1.5536724	11.490564
Rgs7	-3.015187	1.3310963	20.377344
Rgs7bp	-4.16719	2.7336862	19.489225
Rgs8	-4.0151873	1.7857143	4.3495636
Rgs9	1.6572382	54.614662	85.69248
Rgs9bp	-4.16719	0.34246576	1.3661203
Rgsl1	-4.16719	98.2906	85.96098
Rhag	-4.16719	0	5.721501
Rhbdd1	4.0127187	2.2058823	68.910965
Rhbdd2	6.5499153	0.61728394	66.05773
Rhbdd3	5.152231	0.32051283	24.58027
Rhbdf1	4.9791665	1.4671363	20.742163
Rhbdf2	6.132018	0.92592597	79.65927
Rhbdl1	-0.015187042	85.88123	91.556366
Rhbdl2	-4.16719	0.5208334	6.2628574
Rhbdl3	2.817703	1.0752689	5.0346055
Rhbg	3.103754	36.25	40.727222
Rhcg	-2.015187	1.2731482	3.157419
Rhd	0.44424465	100	78.07017
Rheb	5.139631	0.7594937	47.47976
Rhebl1	4.7792287	1.0441768	56.254906
Rho	-0.10829648	10.307018	54.245632
Rhoa	5.398441	8.315789	64.81225
Rhob	3.3685172	0.6701632	2.5581396
Rhobtb1	0.508375	3.125	74.29841
Rhobtb2	2.9505973	0	65.18202
Rhobtb3	1.8917036	0.9282701	7.841239
Rhoc	1.6572382	1.3409963	33.240223
Rhod	-0.015187042	0	1.5774808
Rhof	4.2374783	1.5934066	88.02002
Rhog	2.4442446	14.384616	66.493935
Rhoh	1.1942663	14.087302	93.29764
Rhoj	1.2327404	0.98039216	4.188499
Rhoq	3.2327404	2.4509807	62.97213
Rhot1	6.0656304	2.249191	71.945404
Rhot2	6.8216524	71.22024	58.929523
Rhou	2.9960403	0.79113925	62.248543
Rhov	4.488639	17.75	22.175009
Rhox1	5.4985404	6.6666665	3.1531532
Rhox10	-2.015187	98.46491	38.941338
Rhox11	-4.16719	7.7586207	7.167188
Rhox12	-4.16719	56.376816	59.545986
Rhox13	4.716132	99.22414	96.992256
Rhox2a	-4.16719	5.0925927	8.045978
Rhox2b	-4.0151873	30	3.3333333
Rhox2c	-3.015187	0	8.333334
Rhox2d	-1.015187	3.2258065	7.6086955
Rhox2e	-4.16719	28.571428	33.035713
Rhox2f	-4.16719	10.526316	15.464481
Rhox2g	-4.16719	9.133334	3.4848487
Rhox2h	-4.16719	5.555556	5.1851854
Rhox3a	-4.16719	26.666668	2.3809524
Rhox3b	-4.0151873	14.285714	7.6923075
Rhox3c	-4.16719	14.285714	14.129794
Rhox3e	-4.16719	5	19.047619
Rhox3f	-4.16719	15.330688	7.3170733
Rhox3h	-4.16719	0	3.976191
Rhox4a	-4.16719	4.6296296	3.625
Rhox4b	-4.16719	1.6129032	0
Rhox4c	-4.16719	5.5	7.5595245
Rhox4d	-4.16719	0	6.25
Rhox4e	-4.16719	2.6515152	4.263566
Rhox4f	-4.16719	0	1.8292683
Rhox4g	-4.16719	9.313726	5.798611
Rhox6	0.37713045	5.2083335	5.7077627
Rhox7	-0.5557554	1.6904762	7.916667
Rhox8	-0.43022457	6.158425	2.3963134
Rhox9	0.15473793	0.6756757	2.7510042
Rhpn1	3.5921435	2.4545455	2.2678573
Rhpn2	5.6817803	0.5072464	86.91931
Rian	0.15473793	100	96.80975
Ribc1	6.076248	2.0383694	72.038864
Ribc2	3.3335412	9.583334	19.654081
Ric3	3.5921435	94.82079	88.7229
Ric8	5.888695	8.951435	66.56867
Ric8b	4.227987	0	89.698654
Rictor	7.6022806	0.92105263	75.85036
Rif1	8.271371	1.1111112	66.77609
Riiad1	-0.31474733	46.19048	2.3655913
Rilp	-1.2078321	34.100533	14.115863
Rilpl1	-0.20783208	0	20.675371
Rilpl2	1.4110777	1.344086	16.435963
Rimbp2	-0.20783208	3.8043478	82.77778
Rimbp3	1.0292072	3.3333335	0.64449924
Rimkla	1.7921679	4.5185184	73.88721
Rimklb	7.088756	2.035985	73.53118
Rims1	3.9620929	93.181816	39.967804
Rims2	4.5921435	0.4901961	42.933216
Rims3	6.800997	0	81.9374
Rims4	-0.20783208	0.8994709	2.4045362
Rin1	0.68525267	85.81301	62.851994
Rin2	1.5995227	70.64394	82.18264
Rin3	0.7921679	0.3883495	75.8631
Ring1	6.15849	12.031836	63.078854
Rinl	3.6214375	98.333336	13.211441
Rint1	5.623249	0.42194095	85.73935
Riok1	4.018236	2.4934385	74.383255
Riok2	4.543234	3.3783784	78.928955
Riok3	4.86133	1.7831814	81.869896
Ripk1	4.562242	18.568813	61.163116
Ripk2	4.788944	1.862745	57.248615
Ripk3	-0.43022457	2.4038463	2.838989
Ripk4	5.48665	0.54347825	64.56662
Ripply1	-4.16719	3.968254	5.854592
Ripply2	-4.16719	0.9047619	2.5640392
Ripply3	-1.4302245	2.5773196	3.7831862
Rit1	3.944815	16.875	81.88798
Rit2	-2.015187	0	65.724266
Rlbp1	-3.015187	2.8368797	3.9645193
Rlf	7.2273912	0.7801419	68.99298
Rlim	6.411078	1.6819572	64.20614
Rln1	-4.16719	1.0869565	1.8258427
Rln3	-4.16719	0.6321839	11.7816105
Rltpr	4.5697756	4.5307107	94.24168
Rmi1	6.02236	0.4009164	47.26248
Rmnd1	3.5921435	2.0915034	90.519775
Rmnd5a	6.991139	1.1111112	67.15641
Rmnd5b	5.824017	0.70028013	73.89645
Rmst	-0.69325894	2.631579	6.902328
Rnase1	-2.015187	0	9.944445
Rnase10	-4.16719	1.9230769	3
Rnase11	-4.16719	0.5555556	5
Rnase12	-4.16719	2.777778	1.6666666
Rnase13	-4.16719	0	0
Rnase4	-1.4302245	NA	68.15165
Rnase6	-4.0151873	87.96297	98.746864
Rnase9	-4.16719	1.40625	7.5163403
Rnaseh1	4.4686284	0.2747253	53.33042
Rnaseh2a	2.8551776	15.2243595	46.435444
Rnaseh2b	3.9960403	1.953125	50.930134
Rnaseh2c	5.0127187	4.957599	22.912476
Rnasek	3.6430244	10.339507	0.74712646
Rnasel	1.3771304	0.45454547	2.2767298
Rnaset2a	-0.20783208	0	71.59105
Rnaset2b	-4.16719	0.6060606	67.03148
Rnd1	-0.5557554	0	45.792873
Rnd2	5.9462624	42.028988	22.332518
Rnd3	-0.10829648	6.372549	12.044752
Rnf10	8.708047	1.2987013	68.25647
Rnf103	4.86133	8.173785	54.710598
Rnf11	5.4236045	6.9892473	36.895966
Rnf111	5.050902	1.897019	76.03005
Rnf112	-1.2078321	0.47619048	2.0578232
Rnf113a1	1.6852527	6.232194	1.0273973
Rnf114	8.194876	1.7716535	29.75661
Rnf115	5.7595997	3.0851064	70.13346
Rnf121	5.0722756	1.4227643	78.30738
Rnf122	0.3067411	1.185567	68.20005
Rnf123	6.814536	95	79.43916
Rnf125	-1.4302245	0.90090096	33.84509
Rnf126	6.34566	13.874114	61.46575
Rnf128	0.842794	91.269844	15.952691
Rnf13	4.1446843	1.0638298	81.273125
Rnf130	6.7024894	0.872093	75.64167
Rnf133	-2.4302247	61.111115	21.2938
Rnf135	0.68525267	0	72.99361
Rnf138	4.0237317	19.282946	43.36504
Rnf139	5.0722756	0.2735043	39.77753
Rnf14	6.7889442	0.35714287	57.34575
Rnf141	2.7127335	0	70.74907
Rnf144a	2.394204	1.4563106	13.262282
Rnf144b	2.0292072	1.875	7.740555
Rnf145	6.515219	0	87.00223
Rnf146	5.6800413	9.195403	40.389355
Rnf148	-4.16719	100	91.8125
Rnf149	5.284021	0.7183908	59.309338
Rnf150	-0.43022457	0	7.6889668
Rnf151	-0.5557554	57.63889	98.262955
Rnf152	-2.015187	13.761575	48.412773
Rnf157	3.9563568	0.5882353	10.333282
Rnf165	-0.69325894	0	25.320257
Rnf166	4.562242	16.481482	68.3513
Rnf167	8.01548	19.675926	52.919254
Rnf168	5.0400953	2.0338984	50.12249
Rnf169	6.0616283	0	72.06444
Rnf17	7.297129	0.21321963	89.34812
Rnf170	2.8796308	3.0721967	57.626507
Rnf180	4.2562757	96.66667	85.40446
Rnf181	5.2492557	0	30.416666
Rnf182	2.8551776	0	76.82105
Rnf183	-0.10829648	3.7037036	4.1015625
Rnf185	6.217234	1.2755102	63.956543
Rnf186	-4.16719	1.5555556	1.3756615
Rnf187	7.7620683	5.6272407	42.07483
Rnf19a	5.8303027	0.40983605	61.42036
Rnf19b	7.3679776	2.991453	67.24787
Rnf2	6.3782034	1.6949153	64.91436
Rnf20	6.946986	1.5325671	76.149345
Rnf207	-1.2078321	41.89743	73.03115
Rnf208	2.0722756	0.23148149	39.02551
Rnf212	3.8177028	95.454544	78.46909
Rnf213	6.0602922	1.6949153	88.908516
Rnf214	6.6634135	10.015291	76.67357
Rnf215	1.5995227	6.6435184	56.506355
Rnf216	8.76863	4.4959474	76.13338
Rnf217	4.912591	3.3053222	13.503442
Rnf219	4.456488	0.40160647	76.7179
Rnf220	7.1478333	0.42735046	21.102827
Rnf222	-2.015187	0.4464286	0.7568028
Rnf24	4.833436	0.69811887	49.178455
Rnf25	3.9734979	12.952381	71.46667
Rnf26	2.2702153	0.6849315	32.230698
Rnf31	3.5161943	5.143369	74.8346
Rnf32	5.6695614	0.64599484	71.88517
Rnf34	6.3771305	0.42735043	70.21377
Rnf38	6.9692316	0.16835018	63.47363
Rnf39	-4.16719	0.20833333	5.9404354
Rnf4	7.0867887	86.666664	96.37507
Rnf40	7.4791684	8.74677	82.65645
Rnf41	7.145945	1.1882716	84.437775
Rnf43	1.0722758	90.906296	43.501804
Rnf44	7.005793	1.9076307	48.227974
Rnf5	3.5921435	0.89531684	41.84323
Rnf6	5.2160344	2.0547945	59.81509
Rnf7	3.5239716	0.3030303	50.055035
Rnf8	8.379275	1.4391536	79.29522
Rnft1	2.5546687	3.7820513	55.422768
Rnft2	6.460546	0.68870527	82.60959
Rngtt	4.5044494	1.4166667	90.728096
Rnh1	3.5239716	0	22.535858
Rnls	4.4152656	2.5	65.4279
Rnmt	5.8871884	0.83857447	69.990906
Rnmtl1	4.472653	3.402778	55.90481
Rnpc3	4.86133	2.6190479	57.41557
Rnpep	2.2702153	2.5850341	38.058052
Rnpepl1	6.3202033	1.4150944	75.752686
Rnps1	4.873556	0.6824147	60.80637
Robo1	3.476666	0	71.8553
Robo2	2.4110777	1.0416667	11.749374
Robo3	-2.4302247	0.35842296	81.52555
Robo4	-1.015187	1.0526316	5.0836554
Rock1	6.6187167	6.1751604	87.09318
Rock2	6.422565	0.70906436	73.5312
Rod1	4.792168	2.2123895	71.84259
Rogdi	4.306741	9.713263	53.6245
Rom1	2.6430244	20.523115	90.16909
Romo1	2.804992	0.61162084	9.748585
Ropn1	-4.16719	2.4509807	1.1707317
Ropn1l	4.5083747	0.5673759	19.442476
Ror1	-2.4302247	1.3565892	84.97815
Ror2	-0.20783208	2.2108843	21.964994
Rora	0.508375	1.6066067	29.2969
Rorb	-3.015187	58.949276	20.524853
Rorc	6.405826	0.64102566	8.615418
Ros1	-1.2078321	8.194445	13.733556
Rp1	-4.16719	68.57143	65.934746
Rp1l1	-4.16719	0	2.474393
RP23-108F2.2	-4.16719	0.29761907	0.20491803
RP23-108F2.4	-4.16719	0	1.3736264
RP23-108F2.6	-4.0151873	NA	0.32956687
RP23-115O3.9	2.394204	19.67448	46.746574
RP23-118G3.2	-4.0151873	93.468475	94.60785
RP23-11C16.11	-4.16719	9	32.608696
RP23-127F20.2	-4.16719	49.451347	3.8812788
RP23-166O22.1	-4.16719	6.875	46.48148
RP23-167B4.2	-2.4302247	97.64706	95
RP23-191I16.2	-4.16719	3.3625731	3.1753554
RP23-195A18.1	-4.16719	22.807018	6.8376074
RP23-195A18.2	-4.16719	17.424242	24.629631
RP23-223C23.3	-4.16719	95.74831	95.843376
RP23-228J12.1	-4.16719	77.5	90
RP23-230H3.2	-4.16719	0.21797453	4.7477727
RP23-242C19.5	-0.5557554	0.36363637	0.3773585
RP23-242C19.6	-4.16719	96.875	94.18367
RP23-243J8.2	-3.015187	99.16667	24.579988
RP23-252I12.4	-4.16719	0.5479452	3.557256
RP23-25D18.6	-4.16719	99.2	99.24243
RP23-263J2.1	-4.0151873	33.333336	31.25
RP23-300L8.1	-4.16719	3.7777777	9.15459
RP23-324B17.1	-1.693259	6.597223	12.005005
RP23-329P9.11	-3.015187	0.43103448	1.7588326
RP23-333M15.8	3.2422009	1.0233918	36.533188
RP23-335C3.6	5.4965653	96.875	88.84199
RP23-341C5.10	-4.0151873	1.1904763	1.2916667
RP23-349N15.1	1.2327404	98.333336	89.04
RP23-368M21.6	2.4110777	53.310104	3.3333333
RP23-385C21.2	-4.16719	1.1990408	2.4848485
RP23-392I3.14	-1.4302245	1.9444447	5.2941175
RP23-396G1.3	-0.84526205	81.71717	85.572914
RP23-396N6.7	-4.16719	4.1463413	16.550219
RP23-3M10.11	-0.10829648	1.6	12.634409
RP23-3M10.7	1.508375	0.1915709	30.874317
RP23-405M24.1	-4.16719	1.3189449	1.6203704
RP23-428N8.1	-0.20783208	37.463768	83.24775
RP23-43M12.1	-4.16719	1.4880953	1.5755209
RP23-76I20.1	-1.4302245	0	0.95238096
RP24-111D1.2	-4.16719	1.9230769	2.9562597
RP24-126J17.2	-4.16719	13.405798	7.483334
RP24-258P4.8	2.13456	96.935486	96.75299
RP24-263P17.1	-4.16719	0.6802721	1.5372169
RP24-276N7.2	-2.015187	3.1353137	1.5789474
RP24-286J21.3	-0.10829648	96.9086	89.0625
RP24-297C1.11	-4.0151873	37.44589	25.883081
RP24-323I5.2	-4.16719	22.727272	39.881947
RP24-329C11.5	2.0509021	51.26263	93.45839
RP24-334B8.1	-4.16719	0	0.96153843
RP24-337A16.1	3.2136316	2.7222223	0.25925928
RP24-341K21.5	0.89170355	55.776737	1.1160715
RP24-341K21.6	-1.693259	9.396136	0
RP24-345H5.2	-4.0151873	3.0303032	24.925528
RP24-346E16.1	-4.16719	2.4223604	2.4497993
RP24-370C21.2	-4.16719	100	98.581566
RP24-443D19.4	-2.015187	0.9920635	45.49943
RP24-484G16.7	2.4277565	97.01259	95.45673
RP24-498F17.1	-4.16719	0	1.1054423
RP24-89N4.5	-4.0151873	2.1836736	0.3485839
RP24-92P15.1	-4.0151873	100	41.666668
Rp2h	2.154738	0	37.94759
Rp9	5.1011567	0.505618	57.858784
Rpa1	6.2422013	6.002132	86.057304
Rpa2	6.8864346	3.9156628	65.01492
Rpa3	3.114096	3.8321168	33.641304
Rpain	4.0127187	3.023599	66.9098
Rpap1	6.727123	0	89.27723
Rpap2	5.009952	0.5102041	78.870766
Rpap3	5.1942663	1.4981275	82.161064
Rpe	4.342365	23.0017	53.23308
Rpe65	-4.16719	0	23.460144
Rpf1	4.3598523	0.82417583	75.64841
Rpf2	2.1746376	8.985507	75.50627
Rpgr	6.205191	1.818182	49.762512
Rpgrip1	6.9563565	0.5747127	70.68346
Rpgrip1l	6.4047728	10.333334	93.67978
Rph3a	-4.0151873	95.344826	92.02324
Rph3al	4.174638	0	91.70111
Rpia	5.7792287	0.40160647	71.923744
Rpl10	6.5403605	3.6996338	39.055645
Rpl10a	7.30505	9.853802	30.16369
Rpl10a-ps2	-4.0151873	1.4880953	1.0683761
Rpl10l	3.6501489	4.371585	5.468165
Rpl10-ps3	0.37713045	5.6410255	16.666666
Rpl11	6.135829	0	66.35216
Rpl12	7.2516	30.164612	36.481316
Rpl12-ps1	-4.16719	7.740741	8.722223
Rpl13	6.7969904	8.565891	10.229886
Rpl13a	6.7595997	11.268657	35.835625
Rpl13a-ps1	1.306741	5.0653596	3.909465
Rpl13-ps3	-4.16719	0.41666666	0.68027216
Rpl14	5.6178083	1.6381767	22.11039
Rpl15	5.4906244	1.9333333	21.373106
Rpl15-ps2	-4.16719	100	97.77779
Rpl17	8.127877	2.2340426	22.355072
Rpl17-ps3	-4.16719	3.4313726	0
Rpl18	6.6956196	86.77001	40.673656
Rpl18a	7.212429	0.5162242	49.10853
Rpl19	6.3313265	1.9318181	34.26351
Rpl21	6.780041	0.68027216	24.217173
Rpl21-ps10	-4.16719	13.333333	12.5
Rpl21-ps11	-4.16719	31.666668	11.904762
Rpl21-ps12	-4.16719	0	0
Rpl21-ps13	-4.16719	0.31746033	4.5454545
Rpl21-ps14	-4.16719	34.210526	25.226759
Rpl21-ps3	-4.16719	1.0884354	0
Rpl21-ps4	-4.16719	2.9166667	2.3809526
Rpl21-ps6	-4.16719	1	0
Rpl21-ps7	-4.16719	1.3541667	6.666667
Rpl22	6.6331706	3.4944687	62.80401
Rpl22l1	-0.10829648	0.6329114	12.280702
Rpl23	4.947709	5.2536235	17.696629
Rpl23a	6.9273276	0	33.634922
Rpl23a-ps1	-4.16719	19.333334	5.4347825
Rpl23a-ps3	-4.16719	3.030303	0
Rpl24	7.312366	2.4731185	55.183372
Rpl26	6.9185038	2.255639	54.583332
Rpl26-ps2	-4.16719	100	96.75926
Rpl26-ps4	-4.16719	95.681816	97.9762
Rpl27	5.550867	4.4444447	38.112747
Rpl27a	6.5527687	0.9961686	27.622654
Rpl27a-ps1	-4.16719	2.4822695	0
Rpl27a-ps2	-4.16719	7.54386	0
Rpl27-ps1	-4.16719	1.1363636	2.2727273
Rpl27-ps3	-4.16719	88.46154	100
Rpl28	6.3445625	1.5625	30.59524
Rpl28-ps4	-4.0151873	0	0
Rpl29	5.582865	0	25.069632
Rpl29-ps2	-4.16719	10.119048	5
Rpl29-ps3	-4.0151873	100	98.484856
Rpl29-ps5	-4.0151873	92.38817	91.666664
Rpl3	6.727964	0.3210273	62.892857
Rpl30	5.045509	2.922078	16.569344
Rpl30-ps6	-4.16719	0.5797102	0
Rpl30-ps8	-4.16719	98.98989	97.22222
Rpl31	6.5461006	0.85470086	25.030682
Rpl31-ps4	-4.16719	97.72727	96.666664
Rpl32	6.6947584	3.0120482	31.894901
Rpl32-ps	-4.16719	99.545456	92.391304
Rpl34	5.7969904	1.4356436	40.407825
Rpl35	6.290875	0	23.062607
Rpl35a	5.6031985	5.063291	44.07527
Rpl36	4.8458996	1.0204082	5.9244795
Rpl36a	5.6013618	0.886076	29.666666
Rpl36al	1.5394018	6.345413	9.978355
Rpl36-ps3	-4.16719	94.1092	97.80488
Rpl37	6.102456	0.1984127	38.09297
Rpl37a	6.4625716	0.93189967	32.890873
Rpl37-ps1	-4.16719	1.368524	2.2328548
Rpl38	5.0127187	0.25252524	25.862068
Rpl39	5.6304717	1.3846154	3.154762
Rpl39l	5.66077	2.9661016	43.21261
Rpl3l	1.4442446	2.9411764	11.60193
Rpl4	7.7780094	2.2112212	70.25
Rpl5	6.5828657	0.6849315	27.430555
Rpl6	6.732167	2.5641026	46.88198
Rpl7	7.0050983	1.1811024	40.025253
Rpl7a	7.5641284	0.71625346	10.486112
Rpl7a-ps10	-4.16719	7.6666665	0
Rpl7a-ps3	-4.0151873	1.7361113	3.3333333
Rpl7a-ps5	-4.16719	0	0
Rpl7a-ps8	-4.16719	9.184398	0
Rpl7l1	5.6358647	2.8353658	74.74475
Rpl8	8.377667	2.8735633	48.440475
Rpl9	6.4037194	5.2083335	4.166667
Rpl9-ps4	-4.16719	1.0416666	0
Rpl9-ps6	-4.16719	3.4482758	3.7037039
